ch,site,value
15.0,897883.0,0.756
15.0,486559.0,0.863
15.0,287116.0,1.027
15.0,486835.0,0.225
15.0,841059.0,1.457
15.0,567656.0,0.983
15.0,885696.0,0.538
15.0,222749.0,2.126
15.0,150928.0,0.855
15.0,916866.0,0.739
15.0,60819.0,0.882
15.0,998865.0,1.712
15.0,384770.0,0.698
15.0,906345.0,1.436
15.0,730186.0,1.752
15.0,116530.0,0.912
15.0,670137.0,2.06
15.0,497272.0,0.0859
15.0,239069.0,1.144
15.0,672561.0,0.0928
15.0,797669.0,0.39
15.0,111929.0,1.114
15.0,918013.0,2.148
15.0,919761.0,2.004
15.0,39156.0,2.772
15.0,756839.0,1.025
15.0,804179.0,0.443
15.0,295372.0,2.313
15.0,366030.0,0.532
15.0,1033269.0,0.754
15.0,783629.0,0.172
15.0,193535.0,1.698
15.0,714779.0,0.202
15.0,383184.0,0.18
15.0,90402.0,0.513
15.0,1046789.0,0.334
15.0,81167.0,0.947
15.0,367696.0,0.769
15.0,759716.0,1.015
15.0,393032.0,1.028
15.0,774869.0,0.727
15.0,18826.0,0.956
15.0,19892.0,3.427
15.0,941785.0,1.832
15.0,966182.0,0.693
15.0,349298.0,2.066
15.0,525567.0,0.544
15.0,405857.0,2.778
15.0,1031512.0,1.541
15.0,826649.0,0.67
15.0,618674.0,1.038
15.0,1018694.0,0.975
15.0,170823.0,1.035
15.0,786610.0,0.154
15.0,529314.0,0.521
15.0,241734.0,1.24
15.0,902280.0,0.648
15.0,559640.0,0.889
15.0,427560.0,1.04
15.0,241913.0,1.271
15.0,164469.0,2.256
15.0,1067634.0,0.212
15.0,821566.0,1.014
15.0,585241.0,0.777
15.0,790330.0,2.068
15.0,147476.0,0.725
15.0,105241.0,1.081
15.0,830338.0,0.855
15.0,341224.0,0.172
15.0,488002.0,0.489
15.0,378835.0,1.348
15.0,384541.0,0.17
15.0,74017.0,0.287
15.0,287282.0,3.582
15.0,657909.0,1.325
15.0,489143.0,1.914
15.0,218364.0,1.359
15.0,148690.0,1.726
15.0,268686.0,1.964
15.0,870332.0,0.988
15.0,727319.0,0.848
15.0,297576.0,0.287
15.0,42981.0,0.812
15.0,690991.0,0.808
15.0,437822.0,0.514
15.0,412259.0,0.766
15.0,875032.0,0.622
15.0,230057.0,0.358
15.0,645785.0,0.585
15.0,1009345.0,1.279
15.0,308393.0,2.069
15.0,165370.0,0.201
15.0,36926.0,1.278
15.0,350537.0,0.294
15.0,640170.0,1.138
15.0,1042818.0,1.642
15.0,461895.0,2.294
15.0,477015.0,0.662
15.0,790037.0,0.977
15.0,61010.0,0.467
15.0,55397.0,1.233
15.0,579172.0,0.382
15.0,329809.0,1.29
15.0,356185.0,0.0707
15.0,921722.0,1.557
15.0,782900.0,0.976
15.0,238341.0,0.0155
15.0,171019.0,0.736
15.0,366788.0,2.656
15.0,743335.0,1.765
15.0,183188.0,1.367
15.0,284557.0,0.748
15.0,817497.0,1.445
15.0,80675.0,0.18
15.0,876278.0,0.326
15.0,828834.0,0.985
15.0,875206.0,0.722
15.0,747816.0,0.851
15.0,236562.0,0.551
15.0,342402.0,0.525
15.0,509454.0,1.716
15.0,281631.0,0.457
15.0,88774.0,1.221
15.0,406634.0,0.0626
15.0,846173.0,0.505
15.0,465529.0,0.66
15.0,1025189.0,0.497
15.0,372638.0,0.265
15.0,694927.0,0.492
15.0,445331.0,1.615
15.0,278740.0,0.502
15.0,690385.0,1.18
15.0,415872.0,0.644
15.0,718220.0,1.592
15.0,32641.0,1.462
15.0,306749.0,1.528
15.0,234746.0,0.7
15.0,729888.0,0.187
15.0,471823.0,0.414
15.0,663057.0,1.281
15.0,1039138.0,2.047
15.0,676228.0,0.397
15.0,394639.0,0.31
15.0,403203.0,0.293
15.0,984183.0,0.291
15.0,448188.0,1.751
15.0,373752.0,0.122
15.0,549651.0,0.498
15.0,623433.0,0.21
15.0,857619.0,0.379
15.0,633358.0,1.815
15.0,619701.0,0.25
15.0,356852.0,1.16
15.0,208468.0,0.379
15.0,358037.0,1.278
15.0,710931.0,0.225
15.0,419532.0,0.593
15.0,186332.0,0.723
15.0,776056.0,0.558
15.0,800412.0,0.9
15.0,56243.0,0.487
15.0,921559.0,0.87
15.0,18492.0,0.327
15.0,702241.0,0.867
15.0,935964.0,2.104
15.0,14924.0,3.048
15.0,352175.0,1.42
15.0,286949.0,2.572
15.0,276079.0,2.643
15.0,418145.0,2.216
15.0,640727.0,0.335
15.0,747976.0,1.552
15.0,828365.0,1.323
15.0,660465.0,0.721
15.0,270183.0,1.431
15.0,583274.0,1.441
15.0,743411.0,0.819
15.0,416751.0,0.852
15.0,641548.0,1.481
15.0,953865.0,1.229
15.0,63415.0,2.015
15.0,868063.0,0.535
15.0,991528.0,0.187
15.0,968353.0,1.848
15.0,953034.0,0.498
15.0,263195.0,0.412
15.0,720683.0,1.771
15.0,458399.0,1.243
15.0,985305.0,2.677
15.0,209195.0,0.961
15.0,943627.0,1.704
15.0,867435.0,1.097
15.0,321962.0,2.37
15.0,834517.0,1.146
15.0,247561.0,0.445
15.0,488313.0,1.884
15.0,945216.0,0.396
15.0,957359.0,0.457
15.0,944961.0,1.078
15.0,765351.0,0.812
15.0,542689.0,1.771
15.0,893051.0,1.306
15.0,882016.0,2.068
15.0,626757.0,2.18
15.0,739516.0,0.569
15.0,144062.0,0.334
15.0,345337.0,2.553
15.0,416342.0,0.639
15.0,305880.0,0.743
15.0,782453.0,0.421
15.0,294195.0,0.515
15.0,277585.0,0.154
15.0,531219.0,1.154
15.0,139897.0,0.25
15.0,60274.0,0.0235
15.0,209972.0,1.133
15.0,570996.0,1.619
15.0,127880.0,1.555
15.0,501084.0,0.297
15.0,127008.0,0.117
15.0,896237.0,1.006
15.0,164415.0,2.152
15.0,780722.0,0.675
15.0,58402.0,2.909
15.0,588593.0,1.566
15.0,47023.0,0.34
15.0,687603.0,0.549
15.0,667936.0,0.803
15.0,109552.0,1.724
15.0,1012413.0,2.425
15.0,535277.0,0.865
15.0,845314.0,1.87
15.0,63837.0,1.236
15.0,451111.0,1.201
15.0,606426.0,0.319
15.0,311226.0,1.226
15.0,978368.0,0.0623
15.0,490644.0,1.753
15.0,637896.0,1.435
15.0,1048564.0,0.138
15.0,796709.0,1.397
15.0,146616.0,0.0778
15.0,610451.0,0.715
15.0,771330.0,1.007
15.0,285442.0,1.953
15.0,271578.0,1.103
15.0,652031.0,0.722
15.0,362708.0,0.427
15.0,18741.0,0.511
15.0,419511.0,0.857
15.0,795434.0,0.628
15.0,733278.0,0.613
15.0,1030308.0,0.833
15.0,67192.0,0.148
15.0,899424.0,0.484
15.0,330874.0,1.078
15.0,560331.0,1.345
15.0,1058048.0,0.27
15.0,258663.0,1.032
15.0,152524.0,0.256
15.0,802864.0,1.597
15.0,829909.0,0.598
15.0,772661.0,1.388
15.0,457608.0,1.963
15.0,223245.0,0.342
15.0,539619.0,0.163
15.0,104059.0,0.907
15.0,860486.0,1.015
15.0,355548.0,1.018
15.0,152684.0,0.701
15.0,102264.0,0.454
15.0,715989.0,1.218
15.0,408791.0,1.361
15.0,848526.0,0.766
15.0,956228.0,1.51
15.0,508910.0,0.597
15.0,245152.0,0.718
15.0,213591.0,2.824
15.0,91871.0,0.467
15.0,407138.0,0.981
15.0,793973.0,0.108
15.0,962580.0,2.178
15.0,726504.0,0.46
15.0,1035148.0,0.978
15.0,166886.0,1.131
15.0,403885.0,0.635
15.0,759581.0,0.0314
15.0,672654.0,0.131
15.0,823159.0,2.444
15.0,924001.0,1.771
15.0,627414.0,2.76
15.0,133883.0,0.939
15.0,909473.0,1.003
15.0,995015.0,0.179
15.0,102513.0,0.802
15.0,650977.0,1.225
15.0,811382.0,0.477
15.0,41787.0,1.699
15.0,468448.0,0.23
15.0,475459.0,0.179
15.0,530938.0,0.507
15.0,48243.0,1.621
15.0,317534.0,2.372
15.0,782433.0,0.524
15.0,449971.0,0.294
15.0,730202.0,1.747
15.0,498838.0,0.931
15.0,899575.0,0.616
15.0,645241.0,0.85
15.0,1051236.0,1.487
15.0,219287.0,1.326
15.0,1051299.0,3.231
15.0,1068980.0,0.124
15.0,84212.0,1.16
15.0,699863.0,1.828
15.0,643303.0,1.251
15.0,800618.0,1.733
15.0,227685.0,0.17
15.0,874610.0,0.372
15.0,165914.0,0.421
15.0,591172.0,1.434
15.0,444904.0,2.833
15.0,945678.0,0.202
15.0,72769.0,0.208
15.0,337385.0,0.239
15.0,969828.0,2.343
15.0,344101.0,0.553
15.0,1031242.0,0.226
15.0,470787.0,1.183
15.0,590124.0,1.011
15.0,949862.0,2.523
15.0,744590.0,1.231
15.0,206539.0,1.129
15.0,450838.0,1.066
15.0,132447.0,0.48
15.0,320024.0,0.8
15.0,546615.0,1.933
15.0,1022658.0,1.16
15.0,594146.0,0.356
15.0,372357.0,0.617
15.0,207751.0,1.324
15.0,618216.0,1.064
15.0,422686.0,0.421
15.0,106315.0,0.0934
15.0,379341.0,1.155
15.0,773129.0,0.935
15.0,626971.0,0.92
15.0,860896.0,0.177
15.0,371459.0,0.147
15.0,647924.0,1.967
15.0,920012.0,0.969
15.0,294611.0,1.26
15.0,1012408.0,2.409
15.0,324178.0,0.187
15.0,817563.0,0.777
15.0,733067.0,1.655
15.0,1069196.0,2.161
15.0,92805.0,0.49
15.0,777935.0,0.91
15.0,396852.0,0.864
15.0,702130.0,1.485
15.0,1043968.0,1.5
15.0,366314.0,1.95
15.0,328985.0,0.672
15.0,991322.0,0.781
15.0,544245.0,0.465
15.0,382883.0,0.1
15.0,653433.0,1.562
15.0,682998.0,0.668
15.0,1021968.0,1.506
15.0,475151.0,0.231
15.0,21106.0,1.47
15.0,259178.0,0.216
15.0,184946.0,2.212
15.0,629130.0,2.443
15.0,465664.0,2.287
15.0,204238.0,0.585
15.0,993958.0,0.671
15.0,59724.0,1.193
15.0,432210.0,0.621
15.0,825240.0,0.537
15.0,616536.0,1.021
15.0,759163.0,1.332
15.0,959631.0,0.677
15.0,965962.0,0.987
15.0,192619.0,1.384
15.0,29600.0,1.481
15.0,234970.0,1.916
15.0,372410.0,0.586
15.0,551906.0,0.639
15.0,160590.0,0.644
15.0,206965.0,0.998
15.0,593762.0,0.551
15.0,132994.0,2.09
15.0,473943.0,0.83
15.0,84724.0,2.344
15.0,176832.0,0.978
15.0,999552.0,0.262
15.0,1069411.0,0.802
15.0,943357.0,1.915
15.0,21461.0,0.967
15.0,176032.0,0.822
15.0,444540.0,0.109
15.0,447291.0,0.101
15.0,430526.0,0.857
15.0,571557.0,0.746
15.0,297903.0,0.474
15.0,498057.0,0.9
15.0,725813.0,1.643
15.0,919392.0,0.958
15.0,1015769.0,1.892
15.0,938650.0,1.829
15.0,808687.0,0.547
15.0,516625.0,0.877
15.0,422901.0,2.276
15.0,882730.0,0.0928
15.0,21674.0,0.81
15.0,607109.0,0.783
15.0,726227.0,1.483
15.0,1044724.0,0.831
15.0,923237.0,0.219
15.0,542401.0,1.234
15.0,150834.0,0.839
15.0,593968.0,1.637
15.0,332081.0,1.183
15.0,200434.0,0.546
15.0,246430.0,1.043
15.0,866402.0,3.448
15.0,817457.0,2.113
15.0,441694.0,0.656
15.0,662156.0,1.528
15.0,186594.0,0.86
15.0,215604.0,2.11
15.0,539178.0,0.921
15.0,110118.0,1.132
15.0,294646.0,1.084
15.0,1051453.0,1.704
15.0,398809.0,0.925
15.0,347730.0,0.561
15.0,61711.0,2.412
15.0,735317.0,1.208
15.0,354716.0,0.509
15.0,111357.0,0.869
15.0,406352.0,0.653
15.0,1044054.0,1.146
15.0,209900.0,1.427
15.0,102115.0,1.202
15.0,174813.0,0.525
15.0,997677.0,0.555
15.0,605356.0,0.706
15.0,926543.0,1.065
15.0,585845.0,2.047
15.0,417961.0,0.203
15.0,890801.0,1.956
15.0,230054.0,0.343
15.0,895912.0,0.614
15.0,860011.0,2.234
15.0,714047.0,0.0859
15.0,580298.0,0.952
15.0,856768.0,1.41
15.0,1052582.0,2.162
15.0,366188.0,1.962
15.0,691332.0,1.219
15.0,175925.0,0.771
15.0,578633.0,1.198
15.0,126402.0,3.598
15.0,233238.0,1.702
15.0,1044524.0,0.946
15.0,498245.0,2.024
15.0,195325.0,1.817
15.0,291087.0,0.754
15.0,668286.0,1.698
15.0,1018664.0,1.291
15.0,88839.0,1.826
15.0,794207.0,0.998
15.0,650042.0,1.021
15.0,261775.0,0.572
15.0,85705.0,1.446
15.0,537384.0,0.861
15.0,132302.0,1.153
15.0,858865.0,0.804
15.0,18222.0,0.45
15.0,268340.0,1.403
15.0,1025378.0,1.032
15.0,353095.0,1.179
15.0,300215.0,0.17
15.0,59475.0,0.976
15.0,377421.0,1.072
15.0,9458.0,1.061
15.0,258386.0,0.944
15.0,411484.0,0.273
15.0,89307.0,1.145
15.0,657817.0,1.295
15.0,628327.0,0.234
15.0,379068.0,0.305
15.0,681376.0,0.0155
15.0,886077.0,0.487
15.0,303631.0,1.394
15.0,1007750.0,0.882
15.0,521397.0,2.267
15.0,78197.0,0.0778
15.0,429734.0,1.447
15.0,951708.0,0.311
15.0,548940.0,1.35
15.0,518200.0,1.094
15.0,472396.0,1.11
15.0,414624.0,2.285
15.0,861211.0,0.982
15.0,807004.0,1.879
15.0,232460.0,0.448
15.0,283802.0,1.064
15.0,130799.0,0.995
15.0,638319.0,1.534
15.0,235555.0,0.979
15.0,189703.0,0.484
15.0,940268.0,1.708
15.0,1055996.0,0.763
15.0,41491.0,1.247
15.0,842376.0,0.847
15.0,374590.0,1.28
15.0,3795.0,0.739
15.0,44464.0,1.987
15.0,240285.0,1.67
15.0,847416.0,0.636
15.0,204054.0,1.554
15.0,654847.0,0.733
15.0,385766.0,0.411
15.0,88789.0,1.443
15.0,210123.0,1.246
15.0,7579.0,1.989
15.0,80884.0,2.222
15.0,514661.0,1.75
15.0,824967.0,0.35
15.0,270610.0,1.104
15.0,742267.0,2.259
15.0,66937.0,3.008
15.0,744210.0,0.745
15.0,22250.0,0.603
15.0,442519.0,0.746
15.0,879889.0,2.361
15.0,490042.0,0.131
15.0,143845.0,1.66
15.0,5294.0,2.002
15.0,682828.0,1.726
15.0,728426.0,0.67
15.0,265452.0,1.118
15.0,929249.0,1.321
15.0,297323.0,0.781
15.0,56977.0,0.413
15.0,187963.0,1.041
15.0,247863.0,0.536
15.0,529182.0,1.282
15.0,303381.0,0.373
15.0,496161.0,1.307
15.0,665409.0,0.139
15.0,59285.0,0.651
15.0,501997.0,2.039
15.0,102831.0,0.632
15.0,797219.0,1.434
15.0,21279.0,1.552
15.0,866795.0,0.596
15.0,749043.0,0.178
15.0,222833.0,0.868
15.0,921857.0,0.911
15.0,757647.0,2.486
15.0,287942.0,0.278
15.0,45040.0,0.531
15.0,755473.0,0.439
15.0,878087.0,1.779
15.0,416944.0,1.657
15.0,632421.0,0.951
15.0,50661.0,0.389
15.0,319276.0,1.781
15.0,251634.0,0.382
15.0,172818.0,1.069
15.0,754465.0,1.067
15.0,111304.0,0.527
15.0,422817.0,1.833
15.0,170546.0,2.218
15.0,277292.0,0.605
15.0,549121.0,1.085
15.0,124294.0,1.113
15.0,495574.0,1.065
15.0,985627.0,1.416
15.0,286743.0,1.359
15.0,143505.0,1.792
15.0,811550.0,0.327
15.0,518708.0,0.691
15.0,382709.0,1.136
15.0,485491.0,1.877
15.0,6194.0,1.231
15.0,985483.0,1.782
15.0,270084.0,1.334
15.0,953362.0,1.355
15.0,252063.0,0.544
15.0,560332.0,1.345
15.0,742037.0,0.551
15.0,457905.0,0.286
15.0,70263.0,1.122
15.0,811811.0,1.446
15.0,308215.0,1.015
15.0,19622.0,0.984
15.0,128833.0,0.674
15.0,997944.0,0.141
15.0,203352.0,1.983
15.0,504505.0,0.654
15.0,363099.0,0.705
15.0,91757.0,1.742
15.0,468677.0,0.583
15.0,224004.0,1.452
15.0,672857.0,0.908
15.0,193866.0,1.063
15.0,547851.0,0.814
15.0,383610.0,0.32
15.0,570494.0,1.047
15.0,343204.0,0.404
15.0,337162.0,0.274
15.0,798699.0,0.498
15.0,391337.0,0.937
15.0,803009.0,0.998
15.0,856356.0,0.426
15.0,680380.0,1.815
15.0,812309.0,0.581
15.0,1032176.0,0.866
15.0,477074.0,0.521
15.0,127864.0,1.579
15.0,950566.0,0.421
15.0,624060.0,2.251
15.0,213469.0,1.428
15.0,792533.0,0.624
15.0,819136.0,0.483
15.0,678842.0,0.569
15.0,639189.0,1.18
15.0,1014595.0,0.572
15.0,886394.0,1.361
15.0,670755.0,0.186
15.0,640946.0,1.087
15.0,638382.0,0.799
15.0,839837.0,0.335
15.0,140676.0,1.959
15.0,580877.0,1.095
15.0,223533.0,2.103
15.0,986564.0,0.195
15.0,897655.0,1.645
15.0,187669.0,0.38
15.0,438459.0,0.202
15.0,626435.0,0.698
15.0,1039079.0,1.655
15.0,240374.0,0.91
15.0,927211.0,0.491
15.0,1048170.0,1.265
15.0,57414.0,1.168
15.0,422667.0,0.414
15.0,718120.0,1.873
15.0,285178.0,2.189
15.0,936774.0,1.523
15.0,873738.0,0.39
15.0,102175.0,1.039
15.0,837427.0,1.303
15.0,716972.0,0.528
15.0,407870.0,2.554
15.0,992643.0,0.655
15.0,657564.0,0.94
15.0,876501.0,0.72
15.0,1044953.0,0.337
15.0,220672.0,0.281
15.0,258599.0,0.739
15.0,738443.0,0.999
15.0,993749.0,0.35
15.0,1015430.0,0.367
15.0,613901.0,2.474
15.0,849488.0,0.202
15.0,894737.0,0.398
15.0,1058797.0,1.319
15.0,138358.0,0.444
15.0,234542.0,0.71
15.0,636020.0,1.611
15.0,985075.0,1.486
15.0,48306.0,0.787
15.0,1068519.0,1.271
15.0,781720.0,1.637
15.0,90726.0,1.245
15.0,401897.0,1.224
15.0,287093.0,1.198
15.0,843926.0,2.32
15.0,740521.0,0.872
15.0,696868.0,0.286
15.0,958257.0,0.204
15.0,308729.0,1.076
15.0,820501.0,0.917
15.0,461897.0,2.294
15.0,272531.0,1.014
15.0,130894.0,1.82
15.0,717637.0,2.289
15.0,905311.0,1.226
15.0,583583.0,0.66
15.0,687398.0,0.443
15.0,464075.0,0.225
15.0,422182.0,0.542
15.0,1050045.0,1.806
15.0,159341.0,2.384
15.0,169356.0,1.091
15.0,516310.0,0.864
15.0,983413.0,1.468
15.0,947891.0,1.218
15.0,313028.0,0.877
15.0,697931.0,0.395
15.0,42047.0,1.135
15.0,915356.0,0.639
15.0,174683.0,1.169
15.0,914292.0,1.237
15.0,382464.0,0.986
15.0,265425.0,0.703
15.0,487921.0,0.792
15.0,792481.0,0.631
15.0,229148.0,1.486
15.0,64261.0,0.744
15.0,10639.0,0.997
15.0,956894.0,0.342
15.0,711619.0,0.479
15.0,358406.0,1.411
15.0,1059724.0,2.399
15.0,514756.0,2.821
15.0,542494.0,0.616
15.0,567021.0,1.181
15.0,123788.0,0.265
15.0,233045.0,1.355
15.0,534953.0,0.256
15.0,767419.0,1.076
15.0,728492.0,0.774
15.0,37677.0,4.289
15.0,581139.0,1.724
15.0,221256.0,1.347
15.0,543400.0,1.586
15.0,494468.0,0.855
15.0,1007050.0,0.226
15.0,385282.0,1.495
15.0,450227.0,1.624
15.0,349252.0,0.731
15.0,161706.0,1.211
15.0,658104.0,1.863
15.0,961236.0,0.675
15.0,197043.0,0.0235
15.0,476530.0,0.116
15.0,54760.0,1.306
15.0,251814.0,1.256
15.0,178151.0,1.317
15.0,746706.0,0.369
15.0,489240.0,0.605
15.0,341920.0,1.86
15.0,942694.0,1.467
15.0,996196.0,0.592
15.0,300219.0,0.17
15.0,477585.0,0.596
15.0,632347.0,1.092
15.0,559342.0,1.886
15.0,202718.0,1.384
15.0,538616.0,0.531
15.0,825495.0,1.021
15.0,606348.0,0.193
15.0,281833.0,0.537
15.0,865330.0,1.425
15.0,671580.0,1.49
15.0,633155.0,0.141
15.0,169486.0,1.315
15.0,803933.0,0.824
15.0,882811.0,0.24
15.0,154105.0,0.641
15.0,166221.0,0.398
15.0,803828.0,0.726
15.0,437411.0,0.647
15.0,884300.0,0.575
15.0,260056.0,0.614
15.0,234760.0,0.739
15.0,681109.0,0.0623
15.0,1041116.0,1.64
15.0,184123.0,1.346
15.0,358540.0,0.406
15.0,592933.0,1.906
15.0,47202.0,0.233
15.0,515575.0,0.692
15.0,788671.0,0.171
15.0,363825.0,1.021
15.0,501108.0,0.341
15.0,914397.0,0.64
15.0,392770.0,0.843
15.0,1005456.0,0.78
15.0,910374.0,1.196
15.0,672400.0,0.862
15.0,54484.0,1.346
15.0,615156.0,1.929
15.0,657134.0,2.28
15.0,535293.0,0.888
15.0,758790.0,0.648
15.0,364990.0,1.829
15.0,357996.0,1.135
15.0,178566.0,0.84
15.0,71210.0,0.123
15.0,788813.0,0.108
15.0,654219.0,1.714
15.0,32272.0,1.495
15.0,1002787.0,1.251
15.0,913754.0,0.942
15.0,989154.0,2.749
15.0,858038.0,1.345
15.0,514037.0,0.706
15.0,335479.0,1.45
15.0,15863.0,0.632
15.0,448607.0,0.107
15.0,394084.0,1.239
15.0,266637.0,0.455
15.0,543647.0,1.354
15.0,729575.0,0.451
15.0,171696.0,0.803
15.0,249208.0,0.794
15.0,821836.0,1.444
15.0,204671.0,0.138
15.0,473749.0,1.099
15.0,858229.0,0.587
15.0,272392.0,1.427
15.0,887542.0,0.178
15.0,110465.0,0.718
15.0,231310.0,0.1
15.0,330639.0,0.813
15.0,305287.0,0.273
15.0,825792.0,1.642
15.0,910018.0,1.566
15.0,562327.0,1.26
15.0,382189.0,0.789
15.0,613727.0,1.135
15.0,249344.0,0.647
15.0,512485.0,1.071
15.0,70248.0,1.16
15.0,501495.0,0.538
15.0,189136.0,0.163
15.0,501451.0,0.849
15.0,252921.0,0.355
15.0,997490.0,1.428
15.0,98792.0,1.87
15.0,277434.0,0.82
15.0,1068986.0,0.154
15.0,1005686.0,1.311
15.0,375100.0,1.079
15.0,510401.0,0.651
15.0,170400.0,1.893
15.0,809988.0,0.435
15.0,230007.0,0.0311
15.0,328581.0,1.331
15.0,203783.0,1.727
15.0,518738.0,0.706
15.0,804873.0,0.453
15.0,740682.0,2.144
15.0,109644.0,1.16
15.0,242326.0,2.683
15.0,201436.0,0.857
15.0,965507.0,0.758
15.0,793933.0,0.364
15.0,800945.0,0.21
15.0,821788.0,2.604
15.0,696042.0,1.001
15.0,51989.0,0.612
15.0,610458.0,0.69
15.0,537184.0,0.0631
15.0,198416.0,1.872
15.0,412454.0,0.365
15.0,807853.0,0.806
15.0,461557.0,2.364
15.0,558979.0,0.497
15.0,253635.0,0.901
15.0,529145.0,1.276
15.0,894324.0,0.0919
15.0,932672.0,2.225
15.0,39072.0,0.723
15.0,1010610.0,1.445
15.0,551979.0,0.725
15.0,525734.0,0.465
15.0,497515.0,0.171
15.0,158793.0,2.021
15.0,128539.0,1.29
15.0,45188.0,0.419
15.0,884157.0,1.182
15.0,16119.0,0.716
15.0,401384.0,1.511
15.0,99572.0,0.528
15.0,170570.0,2.033
15.0,547735.0,0.609
15.0,1035566.0,1.738
15.0,309936.0,0.899
15.0,695492.0,0.83
15.0,54803.0,1.957
15.0,821568.0,1.006
15.0,443377.0,0.88
15.0,610860.0,0.0539
15.0,950807.0,0.638
15.0,441287.0,0.594
15.0,951491.0,0.186
15.0,743219.0,0.772
15.0,610200.0,2.062
15.0,715406.0,0.039
15.0,354604.0,0.286
15.0,623100.0,0.968
15.0,890330.0,2.32
15.0,763743.0,0.561
15.0,437138.0,0.393
15.0,327320.0,1.005
15.0,374478.0,1.347
15.0,881994.0,2.131
15.0,247864.0,0.528
15.0,461506.0,0.615
15.0,917236.0,1.995
15.0,934067.0,1.174
15.0,1006251.0,0.823
15.0,795418.0,0.674
15.0,912603.0,0.333
15.0,968706.0,0.654
15.0,244716.0,1.217
15.0,564842.0,2.593
15.0,1036912.0,1.804
15.0,831755.0,2.984
15.0,855922.0,0.816
15.0,856422.0,1.29
15.0,480564.0,0.862
15.0,965039.0,1.073
15.0,676763.0,1.568
15.0,53317.0,0.623
15.0,565911.0,0.48
15.0,467709.0,0.375
15.0,772708.0,0.697
15.0,857725.0,1.272
15.0,175042.0,0.438
15.0,1012890.0,0.125
15.0,213318.0,0.977
15.0,761911.0,1.463
15.0,243067.0,2.107
15.0,514411.0,0.932
15.0,223258.0,0.271
15.0,544512.0,0.915
15.0,65109.0,0.783
15.0,751045.0,0.765
15.0,728233.0,1.308
15.0,702740.0,2.366
15.0,934234.0,0.223
15.0,155970.0,0.778
15.0,80260.0,0.124
15.0,4893.0,0.951
15.0,480157.0,1.739
15.0,102081.0,1.069
15.0,800648.0,1.828
15.0,341947.0,2.003
15.0,338464.0,0.692
15.0,847378.0,0.365
15.0,924101.0,1.714
15.0,797885.0,2.774
15.0,560652.0,1.244
15.0,948372.0,1.372
15.0,421160.0,1.471
15.0,756043.0,1.791
15.0,990574.0,0.888
15.0,701702.0,1.871
15.0,33867.0,0.109
15.0,253643.0,0.774
15.0,579123.0,0.327
15.0,951736.0,0.264
15.0,374593.0,1.25
15.0,189113.0,0.147
15.0,1025722.0,0.672
15.0,712019.0,0.49
15.0,767227.0,1.037
15.0,1003998.0,0.65
15.0,806410.0,1.525
15.0,1045936.0,1.736
15.0,14111.0,0.441
15.0,1036888.0,1.866
15.0,723586.0,1.075
15.0,701076.0,1.211
15.0,556749.0,1.172
15.0,872916.0,1.282
15.0,21862.0,0.302
15.0,262354.0,0.451
15.0,958239.0,0.133
15.0,67378.0,0.226
15.0,621230.0,1.135
15.0,358648.0,1.476
15.0,696461.0,1.553
15.0,741427.0,0.835
15.0,363186.0,1.264
15.0,764794.0,0.586
15.0,302331.0,2.222
15.0,57226.0,1.068
15.0,252693.0,0.344
15.0,496259.0,0.757
15.0,190036.0,1.087
15.0,805709.0,1.058
15.0,614140.0,0.887
15.0,758256.0,0.658
15.0,653385.0,0.88
15.0,1015839.0,1.754
15.0,401770.0,0.685
15.0,146586.0,0.125
15.0,920700.0,1.969
15.0,617101.0,0.273
15.0,433773.0,0.38
15.0,982801.0,0.609
15.0,185761.0,0.123
15.0,807475.0,1.786
15.0,563966.0,1.297
15.0,682557.0,0.558
15.0,743965.0,3.036
15.0,541475.0,1.284
15.0,890688.0,1.665
15.0,455504.0,0.475
15.0,908210.0,1.234
15.0,800347.0,0.809
15.0,555987.0,0.868
15.0,549893.0,1.629
15.0,868515.0,0.925
15.0,353641.0,1.343
15.0,13895.0,0.324
15.0,865661.0,0.332
15.0,915326.0,1.176
15.0,901025.0,0.926
15.0,729792.0,0.451
15.0,317450.0,2.311
15.0,412103.0,1.114
15.0,1026721.0,0.235
15.0,73759.0,0.474
15.0,36575.0,0.24
15.0,421859.0,0.569
15.0,846471.0,0.797
15.0,609993.0,0.685
15.0,169213.0,2.156
15.0,780708.0,0.508
15.0,808557.0,1.026
15.0,167620.0,0.326
15.0,405002.0,0.365
15.0,247733.0,0.562
15.0,676930.0,1.973
15.0,82808.0,2.315
15.0,743293.0,1.647
15.0,965840.0,0.97
15.0,116271.0,0.388
15.0,238272.0,0.0623
15.0,670534.0,0.148
15.0,382547.0,1.8
15.0,800350.0,0.809
15.0,172530.0,1.47
15.0,1013204.0,0.0466
15.0,760361.0,1.42
15.0,65848.0,1.96
15.0,241201.0,1.08
15.0,409187.0,2.487
15.0,531237.0,1.131
15.0,1004212.0,1.192
15.0,527976.0,0.995
15.0,197815.0,1.457
15.0,695684.0,1.196
15.0,495802.0,0.496
15.0,610719.0,0.24
15.0,545280.0,1.053
15.0,887416.0,0.334
15.0,611038.0,0.372
15.0,95507.0,0.746
15.0,726877.0,0.903
15.0,139027.0,0.723
15.0,1002306.0,0.534
15.0,137864.0,0.325
15.0,198741.0,1.411
15.0,513172.0,0.505
15.0,938754.0,1.555
